ranking,dist_class,size_class,dist,size,status,taxon,state,user_category,user_login,taxon_species_name,taxon_group,latitude,longitude,size_scaled,dist_scaled,log_dist,growth
114,narrow,small,4,3,VU,Amphibia,Rocha,beginner,intiporley,Melanophryniscus montevidensis,tetrapods,-33.9546714965,-53.4586029429,-0.61163731105427,-2.9267096493548133,1.3862943611198906,NA
114,narrow,small,4,3,VU,Amphibia,Rocha,beginner,intiporley,Melanophryniscus montevidensis,tetrapods,-33.8440209971,-53.5059229415,-0.61163731105427,-2.9267096493548133,1.3862943611198906,NA
114,wide,large,19,45,LC,Amphibia,Rocha,beginner,intiporley,Leptodactylus gracilis,tetrapods,-33.951334,-53.518739,0.0710752902293826,0.4292554344470148,2.9444389791664403,NA
746,wide,small,19,13,LC,Aves,Cerro Largo,beginner,javier1-flaniguen,Pyrocephalus rubinus,tetrapods,-32.6694368326,-53.2665252686,-0.4490866917010194,0.4292554344470148,2.9444389791664403,NA
746,wide,large,19,60,LC,Aves,Maldonado,beginner,javier1-flaniguen,Cathartes aura,tetrapods,-34.8659331314,-55.2529907227,0.3149012192592585,0.4292554344470148,2.9444389791664403,NA
746,wide,large,19,56,LC,Aves,Cerro Largo,beginner,javier1-flaniguen,Cathartes burrovianus,tetrapods,-32.7202878811,-53.3084106445,0.24988097151795827,0.4292554344470148,2.9444389791664403,NA
746,wide,large,19,60,LC,Aves,Maldonado,beginner,javier1-flaniguen,Cathartes aura,tetrapods,-34.8653697424,-55.2553939819,0.3149012192592585,0.4292554344470148,2.9444389791664403,NA
746,wide,large,19,53,LC,Aves,Maldonado,beginner,javier1-flaniguen,Coragyps atratus,tetrapods,-34.8129576968,-55.2584838867,0.2011157857119831,0.4292554344470148,2.9444389791664403,NA
746,wide,large,19,60,LC,Aves,Cerro Largo,beginner,javier1-flaniguen,Cathartes aura,tetrapods,-32.3490774393,-53.9226150513,0.3149012192592585,0.4292554344470148,2.9444389791664403,NA
746,wide,large,19,53,LC,Aves,Maldonado,beginner,javier1-flaniguen,Coragyps atratus,tetrapods,-34.8121120678,-55.2529907227,0.2011157857119831,0.4292554344470148,2.9444389791664403,NA
746,wide,large,19,60,LC,Aves,Cerro Largo,beginner,javier1-flaniguen,Cathartes aura,tetrapods,-32.3480622923,-53.8446807861,0.3149012192592585,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,55,LC,Aves,Río Negro,beginner,cmbiancardi,Caracara plancus,tetrapods,-33.065075,-58.06961,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,12,LC,Aves,Paysandú,beginner,cmbiancardi,Zonotrichia capensis,tetrapods,-32.320594,-58.083214,-0.46534175363634445,0.4292554344470148,2.9444389791664403,NA
327,medium,medium,16,32,LC,Aves,Paysandú,beginner,cmbiancardi,Cyanocorax chrysops,tetrapods,-31.6156,-57.984359,-0.1402405149298432,-0.24193758231335077,2.772588722239781,NA
327,wide,large,19,60,LC,Aves,Paysandú,beginner,cmbiancardi,Cathartes aura,tetrapods,-31.612996,-57.984123,0.3149012192592585,0.4292554344470148,2.9444389791664403,NA
327,medium,large,16,55,LC,Aves,Montevideo,beginner,cmbiancardi,Larus dominicanus,tetrapods,-34.911308,-56.208393,0.2336259095826332,-0.24193758231335077,2.772588722239781,NA
327,wide,medium,19,39,LC,Aves,Montevideo,beginner,cmbiancardi,Egretta thula,tetrapods,-34.910657,-56.20599,-0.02645508138256777,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,23,LC,Aves,Paysandú,beginner,cmbiancardi,Zenaida auriculata,tetrapods,-32.306213,-58.093471,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,32,LC,Aves,Paysandú,beginner,cmbiancardi,Vanellus chilensis,tetrapods,-32.306213,-58.093471,-0.1402405149298432,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,18,LC,Aves,Montevideo,beginner,cmbiancardi,Furnarius rufus,tetrapods,-34.895048,-56.153397,-0.36781138202439406,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,75,LC,Aves,Salto,beginner,cmbiancardi,Ardea cocoi,tetrapods,-31.269821,-57.910308,0.5587271482891345,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,62,LC,Aves,Colonia,beginner,cmbiancardi,Tigrisoma lineatum,tetrapods,-34.437124,-57.879624,0.3474113431299086,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,45,LC,Aves,Río Negro,beginner,cmbiancardi,Aramides ypecaha,tetrapods,-32.53321,-58.023047,0.0710752902293826,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,13,LC,Aves,Colonia,beginner,cmbiancardi,Hymenops perspicillatus,tetrapods,-34.437124,-57.879624,-0.4490866917010194,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,37,LC,Aves,Colonia,beginner,cmbiancardi,Daptrius chimango,tetrapods,-34.467805,-57.79537,-0.05896520525321789,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,55,LC,Aves,Colonia,beginner,cmbiancardi,Caracara plancus,tetrapods,-34.467805,-57.79537,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,55,LC,Aves,Colonia,beginner,cmbiancardi,Caracara plancus,tetrapods,-34.443654,-57.860913,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,14,LC,Aves,Colonia,beginner,cmbiancardi,Anarhynchus collaris,tetrapods,-34.467805,-57.79537,-0.43283162976569434,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,38,LC,Aves,Río Negro,beginner,cmbiancardi,Rupornis magnirostris,tetrapods,-32.53321,-58.023047,-0.04271014331789283,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,32,LC,Aves,Colonia,beginner,cmbiancardi,Vanellus chilensis,tetrapods,-34.437124,-57.879624,-0.1402405149298432,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,18,LC,Aves,Colonia,beginner,cmbiancardi,Furnarius rufus,tetrapods,-34.010834,-58.295001,-0.36781138202439406,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,35,LC,Aves,Colonia,beginner,cmbiancardi,Chroicocephalus maculipennis,tetrapods,-34.010834,-58.295001,-0.09147532912386802,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,25,LC,Aves,Paysandú,beginner,cmbiancardi,Athene cunicularia,tetrapods,-32.324438,-58.010194,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,27,LC,Aves,Rocha,beginner,cmbiancardi,Colaptes campestris,tetrapods,-34.682363,-54.285635,-0.22151582460646851,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,55,LC,Aves,Rocha,beginner,cmbiancardi,Caracara plancus,tetrapods,-34.682646,-54.29248,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,38,LC,Aves,Rocha,beginner,cmbiancardi,Rupornis magnirostris,tetrapods,-34.680405,-54.419016,-0.04271014331789283,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,38,LC,Aves,Paysandú,beginner,cmbiancardi,Tyrannus savana,tetrapods,-32.339859,-57.994916,-0.04271014331789283,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,17,LC,Aves,Paysandú,beginner,cmbiancardi,Leistes superciliaris,tetrapods,-32.2953785633,-57.9705559598,-0.3840664439597191,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,48,LC,Aves,Paysandú,beginner,cmbiancardi,Syrigma sibilatrix,tetrapods,-32.318835,-57.958674,0.11984047603535779,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,42,LC,Aves,Paysandú,beginner,cmbiancardi,Dendrocygna viduata,tetrapods,-32.318835,-57.958674,0.022310104423407414,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,40,LC,Aves,Paysandú,beginner,cmbiancardi,Plegadis chihi,tetrapods,-32.32491,-58.009507,-0.01020001944724271,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,39,LC,Aves,Paysandú,beginner,cmbiancardi,Egretta thula,tetrapods,-32.32491,-58.009507,-0.02645508138256777,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,25,LC,Aves,Paysandú,beginner,cmbiancardi,Jacana jacana,tetrapods,-32.32491,-58.009507,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,38,LC,Aves,Paysandú,beginner,cmbiancardi,Himantopus mexicanus,tetrapods,-32.32491,-58.009507,-0.04271014331789283,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,17,LC,Aves,Paysandú,beginner,cmbiancardi,Paroaria coronata,tetrapods,-32.318835,-57.958674,-0.3840664439597191,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,55,LC,Aves,Paysandú,beginner,cmbiancardi,Platalea ajaja,tetrapods,-32.318835,-57.958674,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,7,LC,Aves,Río Negro,beginner,cmbiancardi,Chlorostilbon lucidus,tetrapods,-32.665119,-58.137609,-0.5466170633129698,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,25,LC,Aves,Paysandú,beginner,cmbiancardi,Mimus saturninus,tetrapods,-31.873548,-57.970132,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,16,LC,Aves,Paysandú,beginner,cmbiancardi,Progne tapera,tetrapods,-31.873548,-57.970132,-0.40032150589504417,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,27,LC,Aves,Paysandú,beginner,cmbiancardi,Colaptes campestris,tetrapods,-31.873548,-57.970132,-0.22151582460646851,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,23,LC,Aves,Paysandú,beginner,cmbiancardi,Colaptes melanochloros,tetrapods,-32.293952,-57.960605,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,17,LC,Aves,Paysandú,beginner,cmbiancardi,Xolmis irupero,tetrapods,-32.302804,-58.031158,-0.3840664439597191,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,11,LC,Aves,Paysandú,beginner,cmbiancardi,Ammodramus humeralis,tetrapods,-32.327974,-57.96318,-0.4815968155716695,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,48,LC,Aves,Paysandú,beginner,cmbiancardi,Syrigma sibilatrix,tetrapods,-32.327974,-57.96318,0.11984047603535779,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,36,LC,Aves,Paysandú,beginner,cmbiancardi,Guira guira,tetrapods,-32.306939,-58.013112,-0.07522026718854295,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,36,LC,Aves,Paysandú,beginner,cmbiancardi,Guira guira,tetrapods,-32.327974,-57.96318,-0.07522026718854295,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,20,LC,Aves,Paysandú,beginner,cmbiancardi,Nengetus cinereus,tetrapods,-32.306939,-58.013112,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,17,LC,Aves,Paysandú,beginner,cmbiancardi,Paroaria coronata,tetrapods,-32.306939,-58.013112,-0.3840664439597191,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,65,LC,Aves,Paysandú,beginner,cmbiancardi,Ardea alba,tetrapods,-32.306939,-58.013112,0.39617652893588384,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,25,LC,Aves,Paysandú,beginner,cmbiancardi,Jacana jacana,tetrapods,-32.306939,-58.013112,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,38,LC,Aves,Paysandú,beginner,cmbiancardi,Rupornis magnirostris,tetrapods,-32.345451,-57.949254,-0.04271014331789283,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,25,LC,Aves,Paysandú,beginner,cmbiancardi,Athene cunicularia,tetrapods,-32.375612,-58.021373,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,18,LC,Aves,Paysandú,beginner,cmbiancardi,Chloroceryle americana,tetrapods,-32.315952,-57.898914,-0.36781138202439406,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,63,LC,Aves,Paysandú,beginner,cmbiancardi,Nannopterum brasilianum,tetrapods,-31.664705,-57.965326,0.36366640506523373,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,36,LC,Aves,Paysandú,beginner,cmbiancardi,Guira guira,tetrapods,-32.341971,-57.972106,-0.07522026718854295,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,55,LC,Aves,Río Negro,beginner,cmbiancardi,Caracara plancus,tetrapods,-32.665119,-58.137609,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,85,LC,Aves,Río Negro,beginner,cmbiancardi,Ciconia maguari,tetrapods,-32.649493,-58.124799,0.721277767642385,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,22,LC,Aves,Paysandú,beginner,cmbiancardi,Pitangus sulphuratus,tetrapods,-32.315952,-57.898914,-0.30279113428309384,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,21,LC,Aves,Paysandú,beginner,cmbiancardi,Pseudoleistes virescens,tetrapods,-32.303529,-58.023605,-0.3190461962184189,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,25,LC,Aves,Paysandú,beginner,cmbiancardi,Mimus saturninus,tetrapods,-32.327974,-57.96318,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,17,LC,Aves,Paysandú,beginner,cmbiancardi,Paroaria coronata,tetrapods,-32.327974,-57.96318,-0.3840664439597191,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,23,LC,Aves,Río Negro,beginner,cmbiancardi,Colaptes melanochloros,tetrapods,-32.63605,-58.133039,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,55,LC,Aves,Paysandú,beginner,cmbiancardi,Aramus guarauna,tetrapods,-31.664705,-57.965326,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,55,LC,Aves,Río Negro,beginner,cmbiancardi,Aramus guarauna,tetrapods,-32.649493,-58.124799,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,25,LC,Aves,Paysandú,beginner,cmbiancardi,Mimus saturninus,tetrapods,-32.315716,-57.878036,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,65,LC,Aves,Rocha,beginner,cmbiancardi,Ardea alba,tetrapods,-34.337766,-53.792281,0.39617652893588384,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,23,LC,Aves,Rocha,beginner,cmbiancardi,Turdus rufiventris,tetrapods,-34.436681,-53.911457,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
327,wide,small,19,17,LC,Aves,Paysandú,beginner,cmbiancardi,Xolmis irupero,tetrapods,-32.416051,-57.9146,-0.3840664439597191,0.4292554344470148,2.9444389791664403,NA
327,wide,medium,19,48,LC,Aves,Paysandú,beginner,cmbiancardi,Syrigma sibilatrix,tetrapods,-32.375612,-58.021373,0.11984047603535779,0.4292554344470148,2.9444389791664403,NA
327,wide,large,19,150,LC,Reptilia,Paysandú,beginner,cmbiancardi,Philodryas patagoniensis,tetrapods,-32.402429,-57.936058,1.777856793438514,0.4292554344470148,2.9444389791664403,NA
366,wide,large,19,55,LC,Aves,Montevideo,beginner,ori86,Caracara plancus,tetrapods,-34.8592354846,-56.19986616,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,22,LC,Aves,Montevideo,beginner,ori86,Pitangus sulphuratus,tetrapods,-34.8593160929,-56.199676059,-0.30279113428309384,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,18,LC,Aves,Montevideo,beginner,ori86,Furnarius rufus,tetrapods,-34.8598013917,-56.1993384361,-0.36781138202439406,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,35,LC,Aves,Montevideo,beginner,ori86,Patagioenas picazuro,tetrapods,-34.8592778521,-56.1995935813,-0.09147532912386802,0.4292554344470148,2.9444389791664403,NA
366,wide,large,19,63,LC,Aves,Montevideo,beginner,ori86,Nannopterum brasilianum,tetrapods,-34.8796970004,-56.0921885446,0.36366640506523373,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,23,LC,Aves,Montevideo,beginner,ori86,Zenaida auriculata,tetrapods,-34.859245939,-56.2001213059,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,40,LC,Aves,Montevideo,beginner,ori86,Phimosus infuscatus,tetrapods,-34.8796359403,-56.0919444636,-0.01020001944724271,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,37,LC,Aves,Montevideo,beginner,ori86,Bubulcus ibis,tetrapods,-34.8796142117,-56.092068851,-0.05896520525321789,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,33,LC,Aves,Montevideo,beginner,ori86,Gallinula galeata,tetrapods,-34.8797591606,-56.0919256881,-0.12398545299451814,0.4292554344470148,2.9444389791664403,NA
366,wide,large,19,50,LC,Aves,Montevideo,beginner,ori86,Parabuteo unicinctus,tetrapods,-34.8797135031,-56.0920101777,0.1523505999060079,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,34,LC,Aves,Montevideo,beginner,ori86,Anas flavirostris,tetrapods,-34.879634015,-56.0918519273,-0.10773039105919308,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,12,LC,Aves,Montevideo,beginner,ori86,Sicalis flaveola,tetrapods,-34.8586992862,-56.2017346546,-0.46534175363634445,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,36,LC,Aves,Montevideo,beginner,ori86,Aramides cajaneus,tetrapods,-34.8597205087,-56.2001531571,-0.07522026718854295,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,21,LC,Aves,Montevideo,beginner,ori86,Turdus amaurochalinus,tetrapods,-34.8596349488,-56.1998074874,-0.3190461962184189,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,23,LC,Aves,Montevideo,beginner,ori86,Turdus rufiventris,tetrapods,-34.8591730338,-56.2001514807,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,27,LC,Aves,Montevideo,beginner,ori86,Myiopsitta monachus,tetrapods,-34.8589435884,-56.19984705,-0.22151582460646851,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,17,LC,Aves,Montevideo,beginner,ori86,Paroaria coronata,tetrapods,-34.8592795028,-56.1998272687,-0.3840664439597191,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,19,LC,Aves,Montevideo,beginner,ori86,Molothrus bonariensis,tetrapods,-34.8584739662,-56.2005286664,-0.351556320089069,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,23,LC,Aves,Montevideo,beginner,ori86,Colaptes melanochloros,tetrapods,-34.8596888708,-56.1994866282,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,12,LC,Aves,Montevideo,beginner,ori86,Zonotrichia capensis,tetrapods,-34.8596907966,-56.2010433152,-0.46534175363634445,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,21,LC,Aves,Montevideo,beginner,ori86,Turdus amaurochalinus,tetrapods,-34.8589166272,-56.2000173703,-0.3190461962184189,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,48,LC,Aves,Montevideo,beginner,ori86,Syrigma sibilatrix,tetrapods,-34.9048490687,-56.1241648346,0.11984047603535779,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,32,LC,Aves,Montevideo,beginner,ori86,Vanellus chilensis,tetrapods,-34.9065821303,-56.1326523498,-0.1402405149298432,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,39,LC,Aves,Montevideo,beginner,ori86,Egretta thula,tetrapods,-34.9065859797,-56.1326845363,-0.02645508138256777,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,20,LC,Aves,Montevideo,beginner,ori86,Tyrannus melancholicus,tetrapods,-34.8533822,-56.1778911,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,7,LC,Aves,Montevideo,beginner,ori86,Chlorostilbon lucidus,tetrapods,-34.8533548,-56.177856,-0.5466170633129698,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,8,LC,Aves,Montevideo,beginner,ori86,Leucochloris albicollis,tetrapods,-34.8533735,-56.1778923,-0.5303620013776447,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,18,LC,Aves,Montevideo,beginner,ori86,Lepidocolaptes angustirostris,tetrapods,-34.8594341165,-56.2014902383,-0.36781138202439406,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,20,LC,Aves,Montevideo,beginner,ori86,Embernagra platensis,tetrapods,-34.9061119554,-56.1322597414,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,38,LC,Aves,Montevideo,beginner,ori86,Tyrannus savana,tetrapods,-34.8801274451,-56.0926294327,-0.04271014331789283,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,18,LC,Aves,Montevideo,beginner,ori86,Myiarchus swainsoni,tetrapods,-34.8596324728,-56.2000120059,-0.36781138202439406,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,33,LC,Aves,Montevideo,beginner,ori86,Tringa melanoleuca,tetrapods,-34.9065334632,-56.1325246096,-0.12398545299451814,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,40,LC,Aves,Montevideo,beginner,ori86,Phimosus infuscatus,tetrapods,-34.8801634759,-56.0928014293,-0.01020001944724271,0.4292554344470148,2.9444389791664403,NA
366,wide,large,19,55,LC,Aves,Montevideo,beginner,ori86,Aramus guarauna,tetrapods,-34.8796604193,-56.0920041427,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
366,medium,large,16,55,LC,Aves,Canelones,beginner,ori86,Larus dominicanus,tetrapods,-34.8422363755,-55.9644064307,0.2336259095826332,-0.24193758231335077,2.772588722239781,NA
366,wide,small,19,18,LC,Aves,Canelones,beginner,ori86,Progne chalybea,tetrapods,-34.8424631157,-55.9655094892,-0.36781138202439406,0.4292554344470148,2.9444389791664403,NA
366,wide,large,19,60,LC,Aves,Canelones,beginner,ori86,Cathartes aura,tetrapods,-34.7743246292,-55.5831612647,0.3149012192592585,0.4292554344470148,2.9444389791664403,NA
366,wide,small,19,9,LC,Aves,Montevideo,beginner,ori86,Setophaga pitiayumi,tetrapods,-34.8595199518,-56.1992971972,-0.5141069394423197,0.4292554344470148,2.9444389791664403,NA
366,medium,medium,8,35,LC,Aves,Maldonado,beginner,ori86,Haematopus palliatus,tetrapods,-34.8338190269,-55.3102042526,-0.09147532912386802,-2.031785627007659,2.0794415416798357,NA
366,wide,medium,19,36,LC,Aves,Maldonado,beginner,ori86,Megaceryle torquata,tetrapods,-34.8335845572,-55.3094344586,-0.07522026718854295,0.4292554344470148,2.9444389791664403,NA
480,wide,medium,19,85,LC,Mammalia,Rocha,beginner,icaro,Myocastor coypus,tetrapods,-33.9017331007,-53.5119815916,0.721277767642385,0.4292554344470148,2.9444389791664403,NA
480,wide,small,19,24,LC,Mammalia,Rocha,beginner,icaro,Cavia aperea,tetrapods,-33.9072840025,-53.5130621865,-0.2702810104124437,0.4292554344470148,2.9444389791664403,NA
480,medium,medium,7,150,LC,Mammalia,Rocha,beginner,icaro,Arctocephalus australis,tetrapods,-34.4061484003,-53.7779138982,1.777856793438514,-2.2555166325944476,1.9459101490553132,NA
480,narrow,large,5,210,LC,Mammalia,Rocha,beginner,icaro,Otaria byronia,tetrapods,-34.4045998642,-53.7799386308,2.753160509558018,-2.7029786437680245,1.6094379124341003,NA
480,narrow,large,5,210,LC,Mammalia,Maldonado,beginner,icaro,Otaria byronia,tetrapods,-34.8904236172,-55.2090185881,2.753160509558018,-2.7029786437680245,1.6094379124341003,NA
480,narrow,small,4,3,VU,Amphibia,Rocha,beginner,icaro,Melanophryniscus montevidensis,tetrapods,-34.3973982736,-53.7742354401,-0.61163731105427,-2.9267096493548133,1.3862943611198906,NA
366,wide,medium,19,37,LC,Aves,Maldonado,beginner,ori86,Daptrius chimango,tetrapods,-34.8995151999,-55.2492279187,-0.05896520525321789,0.4292554344470148,2.9444389791664403,NA
366,wide,large,19,90,LC,Aves,Maldonado,beginner,ori86,Cygnus melancoryphus,tetrapods,-34.7946183737,-55.3857547045,0.8025530773190104,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,25,LC,Aves,Montevideo,beginner,ori86,Jacana jacana,tetrapods,-34.8798281969,-56.092637144,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
480,wide,medium,19,38,LC,Aves,Maldonado,beginner,icaro,Rupornis magnirostris,tetrapods,-34.9512499342,-54.930816181,-0.04271014331789283,0.4292554344470148,2.9444389791664403,NA
480,wide,medium,19,35,LC,Aves,Maldonado,beginner,icaro,Chroicocephalus maculipennis,tetrapods,-34.8967282408,-55.2582964674,-0.09147532912386802,0.4292554344470148,2.9444389791664403,NA
121,wide,medium,19,68,LC,Reptilia,Rocha,beginner,camiloschettini,Phalotris lemniscatus,tetrapods,-34.0319380867,-53.5420820117,0.444941714741859,0.4292554344470148,2.9444389791664403,NA
121,wide,large,19,140,LC,Reptilia,Rocha,beginner,camiloschettini,Salvator merianae,tetrapods,-34.0122577292,-53.5982608969,1.6153061740852634,0.4292554344470148,2.9444389791664403,NA
366,wide,medium,19,25,LC,Aves,Montevideo,beginner,ori86,Rollandia rolland,tetrapods,-34.909919195,-56.1303684488,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
116,wide,medium,19,26,LC,Aves,Canelones,beginner,gusper,Accipiter striatus,tetrapods,-34.8202508867,-56.0317325592,-0.23777088654179357,0.4292554344470148,2.9444389791664403,NA
116,wide,large,19,71,LC,Aves,Canelones,beginner,gusper,Coscoroba coscoroba,tetrapods,-34.8534320304,-55.9832382202,0.4937069005478342,0.4292554344470148,2.9444389791664403,NA
116,wide,medium,19,33,LC,Aves,Canelones,beginner,gusper,Gallinula galeata,tetrapods,-34.8533263792,-55.9832382202,-0.12398545299451814,0.4292554344470148,2.9444389791664403,NA
116,wide,medium,19,34,LC,Aves,Canelones,beginner,gusper,Anas flavirostris,tetrapods,-34.8344434505,-55.9479162097,-0.10773039105919308,0.4292554344470148,2.9444389791664403,NA
116,wide,medium,19,35,LC,Aves,Canelones,beginner,gusper,Falco femoralis,tetrapods,-34.8264425448,-56.0189008713,-0.09147532912386802,0.4292554344470148,2.9444389791664403,NA
116,wide,small,19,13,LC,Aves,Canelones,beginner,gusper,Thamnophilus caerulescens,tetrapods,-34.8256058614,-56.0219317675,-0.4490866917010194,0.4292554344470148,2.9444389791664403,NA
116,medium,medium,10,34,LC,Aves,Maldonado,beginner,gusper,Limosa haemastica,tetrapods,-34.8424083569,-54.6737194061,-0.10773039105919308,-1.5843236158340819,2.302585092994046,NA
116,medium,small,6,19,LC,Aves,Maldonado,beginner,gusper,Anarhynchus falklandicus,tetrapods,-34.8423379134,-54.674577713,-0.351556320089069,-2.479247638181236,1.791759469228055,NA
116,wide,medium,19,41,LC,Aves,Canelones,beginner,gusper,Dendrocygna bicolor,tetrapods,-34.8353284781,-56.014995575,0.006055042488082352,0.4292554344470148,2.9444389791664403,NA
116,wide,small,19,16,LC,Aves,Maldonado,beginner,gusper,Calidris fuscicollis,tetrapods,-34.8462826597,-54.6407175064,-0.40032150589504417,0.4292554344470148,2.9444389791664403,NA
116,narrow,medium,5,22,LC,Aves,Maldonado,beginner,gusper,Arenaria interpres,tetrapods,-34.84663486,-54.6405029297,-0.30279113428309384,-2.7029786437680245,1.6094379124341003,NA
