ranking,dist_class,size_class,dist,size,status,taxon,state,user_category,user_login,taxon_species_name,taxon_group,latitude,longitude,size_scaled,dist_scaled,log_dist,growth
23,wide,medium,19,70,NE,Reptilia,Paysandú,intermediate,gabriellaufer,Erythrolamprus poecilogyrus,tetrapods,-32.0861695,-57.9182033333,0.4774518386125091,0.4292554344470148,2.9444389791664403,NA
257,narrow,large,4,25,LC,Amphibia,Paysandú,beginner,facucs,Rhinella diptycha,tetrapods,-32.3277376953,-58.0872494727,-0.2540259484771186,-2.9267096493548133,1.3862943611198906,NA
67,wide,medium,19,25,LC,Aves,Maldonado,intermediate,bert_in_the_skirt,Nothura maculosa,tetrapods,-34.8396367978,-55.0033354014,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
23,wide,medium,19,85,LC,Mammalia,Paysandú,intermediate,gabriellaufer,Myocastor coypus,tetrapods,-32.0483805,-57.9112366667,0.721277767642385,0.4292554344470148,2.9444389791664403,NA
129,wide,medium,19,70,LC,Mammalia,Rocha,beginner,saltito,Dasypus novemcinctus,tetrapods,-34.021716687,-53.6718623713,0.4774518386125091,0.4292554344470148,2.9444389791664403,NA
12,wide,medium,19,38,LC,Aves,Paysandú,expert,diego_caballero,Tyrannus savana,tetrapods,-32.207501,-58.0057707,-0.04271014331789283,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,26,NE,Reptilia,Cerro Largo,expert,ornitoloca,Trachemys dorbigni,tetrapods,-32.7450942992,-53.3266944883,-0.23777088654179357,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,32,LC,Aves,Cerro Largo,expert,ornitoloca,Vanellus chilensis,tetrapods,-32.7584915161,-53.3065032958,-0.1402405149298432,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,5,LC,Amphibia,Cerro Largo,expert,ornitoloca,Boana pulchella,tetrapods,-32.6747665403,-53.1960716247,-0.5791271871836199,0.4292554344470148,2.9444389791664403,NA
262,wide,small,19,12,LC,Aves,Colonia,beginner,laura_rozenberg,Sicalis flaveola,tetrapods,-34.471106896,-57.8496801122,-0.46534175363634445,0.4292554344470148,2.9444389791664403,NA
257,wide,medium,19,5,LC,Amphibia,Paysandú,beginner,facucs,Pseudis minuta,tetrapods,-32.2200862328,-57.9513154551,-0.5791271871836199,0.4292554344470148,2.9444389791664403,NA
257,wide,medium,19,5,LC,Amphibia,Paysandú,beginner,facucs,Pseudis minuta,tetrapods,-32.0783630665,-57.9176758602,-0.5791271871836199,0.4292554344470148,2.9444389791664403,NA
257,wide,medium,19,5,LC,Amphibia,Paysandú,beginner,facucs,Odontophrynus asper,tetrapods,-32.0783630665,-57.9176758602,-0.5791271871836199,0.4292554344470148,2.9444389791664403,NA
229,wide,medium,19,48,LC,Aves,Durazno,beginner,mdecampo,Buteo swainsoni,tetrapods,-33.3732515938,-56.5122000128,0.11984047603535779,0.4292554344470148,2.9444389791664403,NA
333,wide,medium,19,23,LC,Aves,Montevideo,beginner,pedrozorrilla,Megascops choliba,tetrapods,-34.90467,-56.1539305,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
221,medium,medium,8,35,LC,Aves,Maldonado,beginner,lucasnmascolo,Haematopus palliatus,tetrapods,-34.9444578737,-54.9179845226,-0.09147532912386802,-2.031785627007659,2.0794415416798357,NA
221,wide,medium,19,35,LC,Aves,Maldonado,beginner,lucasnmascolo,Chroicocephalus maculipennis,tetrapods,-34.954375,-54.929305,-0.09147532912386802,0.4292554344470148,2.9444389791664403,NA
61,wide,medium,19,114,NT,Mammalia,Rocha,intermediate,mauro_rios1,Lontra longicaudis,tetrapods,-34.3428243736,-53.6102280077,1.192674563766812,0.4292554344470148,2.9444389791664403,NA
61,wide,small,19,11,LC,Mammalia,Rocha,intermediate,mauro_rios1,Eptesicus furinalis,tetrapods,-34.337937387,-53.8212076598,-0.4815968155716695,0.4292554344470148,2.9444389791664403,NA
22,medium,medium,7,112,LC,Mammalia,Rivera,intermediate,rafatosi,Nasua nasua,tetrapods,-31.1264812041,-55.9431297659,1.1601644398961617,-2.2555166325944476,1.9459101490553132,NA
317,wide,medium,19,68,LC,Reptilia,Maldonado,beginner,hola_4632,Phalotris lemniscatus,tetrapods,-34.891875654,-54.795267731,0.444941714741859,0.4292554344470148,2.9444389791664403,NA
5,wide,small,19,13,LC,Aves,Canelones,expert,msilvera,Elaenia parvirostris,tetrapods,-34.7901845917,-55.9321899245,-0.4490866917010194,0.4292554344470148,2.9444389791664403,NA
5,wide,medium,19,23,LC,Aves,Canelones,expert,msilvera,Zenaida auriculata,tetrapods,-34.7901811886,-55.932199071,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
5,wide,medium,19,27,LC,Aves,Canelones,expert,msilvera,Myiopsitta monachus,tetrapods,-34.7901939742,-55.9321036434,-0.22151582460646851,0.4292554344470148,2.9444389791664403,NA
5,wide,small,19,12,LC,Aves,Canelones,expert,msilvera,Zonotrichia capensis,tetrapods,-34.7901827778,-55.9322637006,-0.46534175363634445,0.4292554344470148,2.9444389791664403,NA
69,narrow,large,4,25,LC,Amphibia,Artigas,intermediate,germangil,Rhinella diptycha,tetrapods,-30.2588888,-57.5959654997,-0.2540259484771186,-2.9267096493548133,1.3862943611198906,NA
69,wide,small,19,20,NE,Reptilia,Artigas,intermediate,germangil,Epictia munoai,tetrapods,-30.2616158997,-57.5938401,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
69,wide,medium,19,6,LC,Amphibia,Artigas,intermediate,germangil,Leptodactylus mystacinus,tetrapods,-30.2615768,-57.593727,-0.5628721252482948,0.4292554344470148,2.9444389791664403,NA
69,wide,large,19,150,NE,Reptilia,Artigas,intermediate,germangil,Bothrops alternatus,tetrapods,-30.2022836997,-57.6318255997,1.777856793438514,0.4292554344470148,2.9444389791664403,NA
69,wide,medium,19,70,NE,Reptilia,Artigas,intermediate,germangil,Erythrolamprus poecilogyrus,tetrapods,-30.2026189,-57.6329922997,0.4774518386125091,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,4,LC,Amphibia,Cerro Largo,expert,ornitoloca,Scinax granulatus,tetrapods,-32.7512168883,-53.2600975036,-0.5953822491189449,0.4292554344470148,2.9444389791664403,NA
12,medium,small,11,9,NT,Aves,Florida,expert,diego_caballero,Sporophila hypochroma,tetrapods,-34.161005886,-56.1763720517,-0.5141069394423197,-1.3605926102472934,2.3978952727983707,NA
5,wide,medium,19,23,LC,Aves,Canelones,expert,msilvera,Turdus rufiventris,tetrapods,-34.7903025291,-55.9322149034,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,34,NE,Reptilia,Treinta y Tres,expert,ornitoloca,Phrynops hilarii,tetrapods,-32.8815040586,-53.3320808408,-0.10773039105919308,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,34,NE,Reptilia,Treinta y Tres,expert,ornitoloca,Phrynops hilarii,tetrapods,-32.8815040586,-53.3320808408,-0.10773039105919308,0.4292554344470148,2.9444389791664403,NA
12,wide,large,19,51,LC,Aves,Florida,expert,diego_caballero,Bubo virginianus,tetrapods,-34.1084624494,-56.0314670854,0.16860566184133297,0.4292554344470148,2.9444389791664403,NA
175,wide,large,19,55,LC,Aves,Montevideo,beginner,ernestopampin,Caracara plancus,tetrapods,-34.9294166667,-56.1585611667,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
282,medium,large,10,115,LC,Amphibia,Montevideo,beginner,dhagopian,Rhinella arenarum,tetrapods,-34.7313742741,-56.3232233418,1.208929625702137,-1.5843236158340819,2.302585092994046,NA
181,wide,small,19,12,LC,Aves,Canelones,beginner,johasmith,Sicalis luteola,tetrapods,-34.78225506,-55.83958651,-0.46534175363634445,0.4292554344470148,2.9444389791664403,NA
12,wide,small,19,9,VU,Aves,Florida,expert,diego_caballero,Sporophila cinnamomea,tetrapods,-34.1883768205,-56.1406854342,-0.5141069394423197,0.4292554344470148,2.9444389791664403,NA
12,wide,small,19,9,VU,Aves,Florida,expert,diego_caballero,Sporophila cinnamomea,tetrapods,-34.0737255116,-56.167398367,-0.5141069394423197,0.4292554344470148,2.9444389791664403,NA
1,medium,medium,6,145,VU,Mammalia,Canelones,expert,santiagomailhos,Pontoporia blainvillei,tetrapods,-34.9485153222,-56.1293293225,1.6965814837618887,-2.479247638181236,1.791759469228055,NA
262,wide,medium,19,21,LC,Aves,Colonia,beginner,laura_rozenberg,Turdus amaurochalinus,tetrapods,-34.4607189,-57.8339099,-0.3190461962184189,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,26,NE,Reptilia,Cerro Largo,expert,ornitoloca,Trachemys dorbigni,tetrapods,-32.74,-53.3402777778,-0.23777088654179357,0.4292554344470148,2.9444389791664403,NA
3,medium,small,14,11,LC,Aves,Cerro Largo,expert,ornitoloca,Sporophila collaris,tetrapods,-32.7431745775,-53.3466605144,-0.4815968155716695,-0.6893995934869278,2.6390573296152584,NA
3,wide,medium,19,20,NT,Aves,Treinta y Tres,expert,ornitoloca,Calidris subruficollis,tetrapods,-32.8769437182,-53.2960356111,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,34,NE,Reptilia,Treinta y Tres,expert,ornitoloca,Phrynops hilarii,tetrapods,-32.7976216667,-53.31172,-0.10773039105919308,0.4292554344470148,2.9444389791664403,NA
12,wide,small,19,12,LC,Aves,Rocha,expert,diego_caballero,Anthus chii,tetrapods,-34.6324121699,-54.3449486041,-0.46534175363634445,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,15,LC,Aves,Treinta y Tres,expert,ornitoloca,Columbina talpacoti,tetrapods,-32.81295,-53.3144766667,-0.4165765678303692,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,26,NE,Reptilia,Cerro Largo,expert,ornitoloca,Trachemys dorbigni,tetrapods,-32.75163,-53.2657516667,-0.23777088654179357,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,26,NE,Reptilia,Cerro Largo,expert,ornitoloca,Trachemys dorbigni,tetrapods,-32.7516716667,-53.2657033333,-0.23777088654179357,0.4292554344470148,2.9444389791664403,NA
11,wide,large,19,55,LC,Aves,Maldonado,expert,gmmv80,Aramus guarauna,tetrapods,-34.9141419091,-54.9420757946,0.2336259095826332,0.4292554344470148,2.9444389791664403,NA
11,wide,medium,19,34,LC,Aves,Maldonado,expert,gmmv80,Butorides striata,tetrapods,-34.9032890436,-54.8821075078,-0.10773039105919308,0.4292554344470148,2.9444389791664403,NA
282,wide,medium,19,23,LC,Aves,Montevideo,beginner,dhagopian,Zenaida auriculata,tetrapods,-34.7314107416,-56.3232474817,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
282,wide,large,19,150,LC,Reptilia,Montevideo,beginner,dhagopian,Philodryas patagoniensis,tetrapods,-34.7316995076,-56.3228800191,1.777856793438514,0.4292554344470148,2.9444389791664403,NA
30,wide,medium,19,5,LC,Amphibia,Maldonado,intermediate,franli,Boana pulchella,tetrapods,-34.8794337358,-54.8148755678,-0.5791271871836199,0.4292554344470148,2.9444389791664403,NA
159,wide,medium,19,68,LC,Reptilia,Cerro Largo,beginner,carol211,Phalotris lemniscatus,tetrapods,-32.14529752,-53.78738328,0.444941714741859,0.4292554344470148,2.9444389791664403,NA
5,wide,small,19,19,LC,Aves,Canelones,expert,msilvera,Molothrus bonariensis,tetrapods,-34.7999949579,-55.8861830217,-0.351556320089069,0.4292554344470148,2.9444389791664403,NA
5,wide,small,19,18,LC,Aves,Canelones,expert,msilvera,Progne chalybea,tetrapods,-34.7605132056,-55.6771211225,-0.36781138202439406,0.4292554344470148,2.9444389791664403,NA
282,wide,medium,19,23,LC,Aves,Montevideo,beginner,dhagopian,Turdus rufiventris,tetrapods,-34.7316043187,-56.3233158989,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
282,wide,medium,19,32,LC,Aves,Montevideo,beginner,dhagopian,Vanellus chilensis,tetrapods,-34.731708101,-56.3234017296,-0.1402405149298432,0.4292554344470148,2.9444389791664403,NA
69,wide,small,19,26,NE,Reptilia,Artigas,intermediate,germangil,Trachemys dorbigni,tetrapods,-30.253796,-57.6082394,-0.23777088654179357,0.4292554344470148,2.9444389791664403,NA
69,wide,medium,19,80,LC,Reptilia,Artigas,intermediate,germangil,Mesotes strigatus,tetrapods,-30.2332946056,-57.6145010806,0.6400024579657597,0.4292554344470148,2.9444389791664403,NA
13,wide,medium,19,37,LC,Aves,Montevideo,expert,pablobaldu,Bubulcus ibis,tetrapods,-34.8794946347,-56.0918672085,-0.05896520525321789,0.4292554344470148,2.9444389791664403,NA
13,wide,medium,19,40,LC,Aves,Montevideo,expert,pablobaldu,Plegadis chihi,tetrapods,-34.8794946347,-56.0918672085,-0.01020001944724271,0.4292554344470148,2.9444389791664403,NA
69,medium,large,11,250,LC,Reptilia,Artigas,intermediate,germangil,Caiman latirostris,tetrapods,-30.2283389,-57.6166906997,3.40336298697102,-1.3605926102472934,2.3978952727983707,NA
3,wide,medium,19,20,LC,Aves,Canelones,expert,ornitoloca,Tyrannus melancholicus,tetrapods,-34.7772603137,-55.8297219872,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
36,wide,small,19,26,NE,Reptilia,Rivera,intermediate,adriana_machado,Ophiodes striatus,tetrapods,-31.3484579067,-55.0189874321,-0.23777088654179357,0.4292554344470148,2.9444389791664403,NA
129,wide,small,19,26,NE,Reptilia,Maldonado,beginner,saltito,Ophiodes striatus,tetrapods,-34.8223113381,-55.3157316148,-0.23777088654179357,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,35,LC,Aves,Canelones,expert,ornitoloca,Patagioenas picazuro,tetrapods,-34.7774925231,-55.8297080992,-0.09147532912386802,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,23,LC,Aves,Canelones,expert,ornitoloca,Turdus rufiventris,tetrapods,-34.7772598264,-55.8296661375,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,20,LC,Aves,Treinta y Tres,expert,ornitoloca,Calidris melanotos,tetrapods,-32.879225,-53.3318116667,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,12,LC,Aves,Treinta y Tres,expert,ornitoloca,Sicalis luteola,tetrapods,-32.871985,-53.31906,-0.46534175363634445,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,20,NT,Aves,Treinta y Tres,expert,ornitoloca,Calidris subruficollis,tetrapods,-32.8805243695,-53.3612593447,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,13,LC,Aves,Treinta y Tres,expert,ornitoloca,Hymenops perspicillatus,tetrapods,-32.869375,-53.3169,-0.4490866917010194,0.4292554344470148,2.9444389791664403,NA
3,medium,medium,16,32,LC,Aves,Treinta y Tres,expert,ornitoloca,Cyanocorax chrysops,tetrapods,-32.8551316667,-53.3020433333,-0.1402405149298432,-0.24193758231335077,2.772588722239781,NA
3,wide,medium,19,20,NT,Aves,Treinta y Tres,expert,ornitoloca,Calidris subruficollis,tetrapods,-32.9246665479,-53.3785995682,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,26,NE,Reptilia,Treinta y Tres,expert,ornitoloca,Trachemys dorbigni,tetrapods,-32.834245,-53.2989633333,-0.23777088654179357,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,23,LC,Aves,Treinta y Tres,expert,ornitoloca,Pluvialis dominica,tetrapods,-32.8345483333,-53.2986233333,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
3,wide,small,19,14,LC,Aves,Treinta y Tres,expert,ornitoloca,Anarhynchus collaris,tetrapods,-32.834785,-53.29842,-0.43283162976569434,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,20,NT,Aves,Treinta y Tres,expert,ornitoloca,Calidris subruficollis,tetrapods,-32.8870085196,-53.2156446316,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
3,medium,medium,8,21,LC,Aves,Treinta y Tres,expert,ornitoloca,Calidris himantopus,tetrapods,-32.82861,-53.2974566667,-0.3190461962184189,-2.031785627007659,2.0794415416798357,NA
3,wide,medium,19,23,LC,Aves,Treinta y Tres,expert,ornitoloca,Pluvialis dominica,tetrapods,-32.8341766667,-53.2990266667,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
3,wide,large,19,65,LC,Aves,Treinta y Tres,expert,ornitoloca,Mycteria americana,tetrapods,-32.8790316667,-53.3311616667,0.39617652893588384,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,23,LC,Aves,Treinta y Tres,expert,ornitoloca,Pluvialis dominica,tetrapods,-32.8357716667,-53.2974633333,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
12,wide,large,19,85,LC,Aves,Rocha,expert,diego_caballero,Ciconia maguari,tetrapods,-34.6182864117,-54.3346489215,0.721277767642385,0.4292554344470148,2.9444389791664403,NA
12,medium,large,7,75,NT,Aves,Rocha,expert,diego_caballero,Phoenicopterus chilensis,tetrapods,-34.6762385989,-54.2152667969,0.5587271482891345,-2.2555166325944476,1.9459101490553132,NA
12,wide,medium,19,40,LC,Aves,Rocha,expert,diego_caballero,Plegadis chihi,tetrapods,-34.6499247699,-54.3291557574,-0.01020001944724271,0.4292554344470148,2.9444389791664403,NA
12,wide,medium,19,38,LC,Aves,Rocha,expert,diego_caballero,Himantopus mexicanus,tetrapods,-34.6612212587,-54.3401420855,-0.04271014331789283,0.4292554344470148,2.9444389791664403,NA
5,wide,medium,19,40,LC,Aves,Canelones,expert,msilvera,Hydropsalis torquata,tetrapods,-34.8017233165,-55.8896439585,-0.01020001944724271,0.4292554344470148,2.9444389791664403,NA
12,wide,medium,19,20,NT,Aves,Rocha,expert,diego_caballero,Calidris subruficollis,tetrapods,-34.71371032,-54.2743308994,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
5,wide,small,19,19,LC,Aves,Montevideo,expert,msilvera,Molothrus bonariensis,tetrapods,-34.8912858042,-56.1270071337,-0.351556320089069,0.4292554344470148,2.9444389791664403,NA
5,wide,medium,19,20,LC,Aves,Montevideo,expert,msilvera,Tyrannus melancholicus,tetrapods,-34.8913049492,-56.12706819,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
69,wide,medium,19,80,LC,Reptilia,Artigas,intermediate,germangil,Mesotes strigatus,tetrapods,-30.2332307,-57.6145799997,0.6400024579657597,0.4292554344470148,2.9444389791664403,NA
82,wide,medium,19,20,LC,Aves,Canelones,intermediate,guardianesdelacosta,Nengetus cinereus,tetrapods,-34.7660211147,-55.6623610481,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
248,wide,small,19,4,LC,Amphibia,Maldonado,beginner,solepasquariello,Scinax granulatus,tetrapods,-34.8374495,-55.2943587,-0.5953822491189449,0.4292554344470148,2.9444389791664403,NA
57,wide,large,19,85,LC,Aves,Treinta y Tres,intermediate,yamandolivera,Chauna torquata,tetrapods,-33.203453,-54.3831989722,0.721277767642385,0.4292554344470148,2.9444389791664403,NA
57,wide,medium,19,25,LC,Aves,Treinta y Tres,intermediate,yamandolivera,Mimus saturninus,tetrapods,-33.2101619722,-54.389256,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
57,wide,medium,19,22,LC,Aves,Treinta y Tres,intermediate,yamandolivera,Pitangus sulphuratus,tetrapods,-33.233682,-54.375365,-0.30279113428309384,0.4292554344470148,2.9444389791664403,NA
12,wide,small,19,17,LC,Aves,Rocha,expert,diego_caballero,Xolmis irupero,tetrapods,-34.6431461376,-54.3236625934,-0.3840664439597191,0.4292554344470148,2.9444389791664403,NA
13,wide,medium,19,32,LC,Aves,Montevideo,expert,pablobaldu,Vanellus chilensis,tetrapods,-34.9072990378,-56.1255338228,-0.1402405149298432,0.4292554344470148,2.9444389791664403,NA
13,wide,medium,19,39,LC,Aves,Montevideo,expert,pablobaldu,Egretta thula,tetrapods,-34.9072990378,-56.1255338228,-0.02645508138256777,0.4292554344470148,2.9444389791664403,NA
24,wide,large,19,65,LC,Aves,Rocha,intermediate,leo_lagos,Ardea alba,tetrapods,-34.4147823664,-53.8690090307,0.39617652893588384,0.4292554344470148,2.9444389791664403,NA
24,wide,large,19,70,LC,Aves,Rocha,intermediate,leo_lagos,Cariama cristata,tetrapods,-34.4197390452,-53.8662624588,0.4774518386125091,0.4292554344470148,2.9444389791664403,NA
24,wide,medium,19,70,NE,Reptilia,Rocha,intermediate,leo_lagos,Erythrolamprus poecilogyrus,tetrapods,-34.4191105309,-53.8731282302,0.4774518386125091,0.4292554344470148,2.9444389791664403,NA
24,wide,large,19,50,LC,Aves,Montevideo,intermediate,leo_lagos,Parabuteo unicinctus,tetrapods,-34.8951556588,-56.0968444523,0.1523505999060079,0.4292554344470148,2.9444389791664403,NA
24,wide,small,19,8,LC,Aves,Rocha,intermediate,leo_lagos,Leucochloris albicollis,tetrapods,-34.4197390452,-53.8662624588,-0.5303620013776447,0.4292554344470148,2.9444389791664403,NA
24,wide,small,19,14,LC,Aves,Rocha,intermediate,leo_lagos,Dryobates spilogaster,tetrapods,-34.4197390452,-53.8662624588,-0.43283162976569434,0.4292554344470148,2.9444389791664403,NA
24,wide,large,19,12,LC,Amphibia,Rocha,intermediate,leo_lagos,Leptodactylus luctator,tetrapods,-34.4224294948,-53.8715837792,-0.46534175363634445,0.4292554344470148,2.9444389791664403,NA
69,wide,medium,19,115,LC,Mammalia,Artigas,intermediate,germangil,Hydrochoerus hydrochaeris,tetrapods,-30.1963368,-57.6441305,1.208929625702137,0.4292554344470148,2.9444389791664403,NA
24,wide,medium,19,5,LC,Amphibia,Rocha,intermediate,leo_lagos,Boana pulchella,tetrapods,-34.4191726218,-53.8597393288,-0.5791271871836199,0.4292554344470148,2.9444389791664403,NA
24,medium,small,6,26,NT,Mammalia,Rocha,intermediate,leo_lagos,Ctenomys pearsoni,tetrapods,-34.558336351,-53.8698188442,-0.23777088654179357,-2.479247638181236,1.791759469228055,NA
24,wide,small,19,13,LC,Aves,Rocha,intermediate,leo_lagos,Pyrocephalus rubinus,tetrapods,-34.4093210235,-53.8579204386,-0.4490866917010194,0.4292554344470148,2.9444389791664403,NA
69,wide,small,19,41,LC,Reptilia,Cerro Largo,intermediate,germangil,Psomophis obtusus,tetrapods,-32.1282374029,-53.7754623592,0.006055042488082352,0.4292554344470148,2.9444389791664403,NA
69,medium,medium,10,60,LC,Reptilia,Cerro Largo,intermediate,germangil,Adelphostigma occipitalis,tetrapods,-32.1459010846,-53.8083586469,0.3149012192592585,-1.5843236158340819,2.302585092994046,NA
69,wide,large,19,60,LC,Aves,Colonia,intermediate,germangil,Cathartes aura,tetrapods,-34.2665354821,-57.3809256032,0.3149012192592585,0.4292554344470148,2.9444389791664403,NA
69,wide,medium,19,70,NE,Reptilia,Colonia,intermediate,germangil,Erythrolamprus poecilogyrus,tetrapods,-34.4230269117,-57.1671196818,0.4774518386125091,0.4292554344470148,2.9444389791664403,NA
69,narrow,small,3,40,VU,Reptilia,Treinta y Tres,intermediate,germangil,Calamodontophis paucidens,tetrapods,-32.8350740021,-54.703750691,-0.01020001944724271,-3.1504406549416015,1.0986122886681098,NA
69,narrow,medium,1,57,NT,Mammalia,NA,intermediate,germangil,Alouatta caraya,tetrapods,-30.185123901,-57.6264285296,0.26613603345328335,-3.5979026661151785,0,NA
69,wide,large,19,150,LC,Reptilia,Artigas,intermediate,germangil,Philodryas patagoniensis,tetrapods,-30.2459299293,-57.6052089036,1.777856793438514,0.4292554344470148,2.9444389791664403,NA
69,medium,large,10,115,LC,Amphibia,Canelones,intermediate,germangil,Rhinella arenarum,tetrapods,-34.9419530067,-55.9259784222,1.208929625702137,-1.5843236158340819,2.302585092994046,NA
69,wide,medium,19,70,NE,Reptilia,Maldonado,intermediate,germangil,Xenodon dorbignyi,tetrapods,-34.8985263696,-55.2318740264,0.4774518386125091,0.4292554344470148,2.9444389791664403,NA
69,wide,large,19,140,LC,Reptilia,Rocha,intermediate,germangil,Salvator merianae,tetrapods,-33.9731943147,-53.6339238659,1.6153061740852634,0.4292554344470148,2.9444389791664403,NA
69,wide,medium,19,57,LC,Mammalia,Rocha,intermediate,germangil,Conepatus chinga,tetrapods,-33.9731840271,-53.6338252947,0.26613603345328335,0.4292554344470148,2.9444389791664403,NA
69,wide,medium,19,65,DD,Reptilia,Rocha,intermediate,germangil,Dryophylax hypoconia,tetrapods,-33.7046097763,-53.5559564084,0.39617652893588384,0.4292554344470148,2.9444389791664403,NA
221,wide,medium,19,70,NE,Reptilia,Río Negro,beginner,lucasnmascolo,Erythrolamprus poecilogyrus,tetrapods,-32.5687720241,-57.3478398059,0.4774518386125091,0.4292554344470148,2.9444389791664403,NA
36,wide,medium,19,23,LC,Aves,Rivera,intermediate,adriana_machado,Colaptes melanochloros,tetrapods,-31.3484475988,-55.0192043558,-0.28653607234776873,0.4292554344470148,2.9444389791664403,NA
80,wide,small,19,20,NE,Reptilia,Paysandú,intermediate,cruzravenheart,Ophiodes vertebralis,tetrapods,-32.4118461389,-58.0070686111,-0.33530125815374395,0.4292554344470148,2.9444389791664403,NA
8,medium,small,14,4,LC,Amphibia,Lavalleja,expert,santiagoramos,Physalaemus gracilis,tetrapods,-34.3334348874,-54.9753282195,-0.5953822491189449,-0.6893995934869278,2.6390573296152584,NA
8,wide,medium,19,5,LC,Amphibia,Lavalleja,expert,santiagoramos,Boana pulchella,tetrapods,-34.3333061197,-54.9751174757,-0.5791271871836199,0.4292554344470148,2.9444389791664403,NA
3,wide,medium,19,107,LC,Mammalia,Maldonado,expert,ornitoloca,Procyon cancrivorus,tetrapods,-34.8260612486,-54.6819877622,1.0788891302195365,0.4292554344470148,2.9444389791664403,NA
8,wide,small,19,45,LC,Mammalia,Rocha,expert,santiagoramos,Dasypus septemcinctus,tetrapods,-34.2436236032,-53.8633915177,0.0710752902293826,0.4292554344470148,2.9444389791664403,NA
36,wide,small,19,45,LC,Mammalia,Rivera,intermediate,adriana_machado,Dasypus septemcinctus,tetrapods,-31.2507780235,-55.044292075,0.0710752902293826,0.4292554344470148,2.9444389791664403,NA
39,wide,small,19,30,NE,Reptilia,Montevideo,intermediate,aleduarte,Hydromedusa tectifera,tetrapods,-34.770435044,-56.2102559582,-0.17275063880049332,0.4292554344470148,2.9444389791664403,NA
23,wide,small,19,19,LC,Aves,Montevideo,intermediate,gabriellaufer,Molothrus bonariensis,tetrapods,-34.9240883333,-56.1616638333,-0.351556320089069,0.4292554344470148,2.9444389791664403,NA
67,wide,medium,19,5,LC,Amphibia,Maldonado,intermediate,bert_in_the_skirt,Boana pulchella,tetrapods,-34.8403541871,-55.0041829795,-0.5791271871836199,0.4292554344470148,2.9444389791664403,NA
19,wide,medium,19,25,LC,Aves,Tacuarembó,expert,javierpiquillen,Jacana jacana,tetrapods,-32.8091680184,-56.4994927123,-0.2540259484771186,0.4292554344470148,2.9444389791664403,NA
19,wide,small,19,14,LC,Aves,Durazno,expert,javierpiquillen,Anthus furcatus,tetrapods,-32.8644509647,-56.5529169515,-0.43283162976569434,0.4292554344470148,2.9444389791664403,NA
19,wide,large,19,65,LC,Aves,Tacuarembó,expert,javierpiquillen,Mycteria americana,tetrapods,-32.8099685883,-56.4979772642,0.39617652893588384,0.4292554344470148,2.9444389791664403,NA
409,wide,small,19,18,LC,Aves,Paysandú,beginner,ximena_camandulli,Stephanophorus diadematus,tetrapods,-32.2774207333,-58.0359143391,-0.36781138202439406,0.4292554344470148,2.9444389791664403,NA
409,wide,medium,19,57,LC,Mammalia,Paysandú,beginner,ximena_camandulli,Conepatus chinga,tetrapods,-32.2774207333,-58.0359143391,0.26613603345328335,0.4292554344470148,2.9444389791664403,NA
